visit_id,bromeliad_id,dataset_id,dataset_name,species,actual_water,max_water,longest_leaf,num_leaf,height,diameter,extended_diameter,leaf_width,catchment_diameter,catchment_height_cm,catchment_diameter_cm,tank_height_cm,plant_area,plant_area_m2,is_consec,min_det,max_det,obs_or_fit,total_detritus,predicted_water,max_water_combined,max_water_from_24_volume,max_water_estimated,original_id,collection_date,plant_height_cm,spider,average_ph,canopy_height_m,elevation_m,number_bromeliads_on_tree,number_of_bromeliads_in_3m_radius,sampling_day,utme,utmn,habitat,green_leaves,ammonium_umol_per_l,chlorophyll_a_ug_per_l,dissolved_organic_carbon_mgc_per_l,inorganic_carbon_mgc_per_l,nitrate_umol_per_l,ph,phosphate_umol_per_l,total_organic_carbon_mgC_per_l,turbidity_ntu,water_coloration_per_m,water_temperature_c,air_temperature_c,canopy_openess_chr,ant,horizontal_leaves_percentage,incident_radiation_above_ground_percentage,number_of_epiphytes_in_ant_garden,number_of_wells,reservoir_diameter_cm,reservoir_height_cm,vertical_leaves_percentage,bacteria_per_ml,virus_per_ml,bacterial_abundance_cell_per_ml,incident_radiation_percentage,core_diameter_cm,light_canopy_access_0_10,precipitation_access_0_10,total_bromeliads_within_2m_radius,total_leaf_weight_g,blade_width_cm,cobertura_cm2,oxygen_mg_lt,sheath_length_cm,temperature_c,ant_nest,canopy_openess,host_tree_label,no_brom_3m_cumulative,no_brom_host_tree,substrate,oxygen_mgperl,canopy_height,elevation,total_bromeliads_on_same_tree,canopy_cover,Canopy openess,num_wells,open.canopy
56,451,61,Pitilla2002,Vriesea_sanguinolenta,113,206,34.5,19,NA,NA,43.5,7.4,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,5.686814338364151,NA,206,NA,observed,02_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,456,61,Pitilla2002,Vriesea_sanguinolenta,154,558,45.1,23,NA,NA,53.5,9.8,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,16.89568027747746,NA,558,NA,observed,02_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,461,61,Pitilla2002,Vriesea_sanguinolenta,48,92,36.4,11,NA,NA,49,6,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,4.278184150420538,NA,92,NA,observed,02_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,466,61,Pitilla2002,Vriesea_sanguinolenta,374,462,64.5,19,NA,NA,98.3,9.2,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,17.92885846678138,NA,462,NA,observed,02_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,471,61,Pitilla2002,Vriesea_sanguinolenta,196,282,90.5,13,NA,NA,143,9.4,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,58.51363344758782,NA,282,NA,observed,02_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,476,61,Pitilla2002,Vriesea_sanguinolenta,890,1352,68.5,27,NA,NA,113,11.5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,55.44026255319119,NA,1352,NA,observed,02_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,481,61,Pitilla2002,Vriesea_sanguinolenta,315,705,84,27,NA,NA,133.5,10,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,32.80507055912607,NA,705,NA,observed,02_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,486,61,Pitilla2002,Vriesea_sanguinolenta,30,70,25.8,17,NA,NA,43.5,5.5,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,4.91172778575779,NA,70,NA,observed,02_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,491,61,Pitilla2002,Vriesea_sanguinolenta,28,50,32.6,10,NA,NA,44,6.3,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,2.568197561606649,NA,50,NA,observed,02_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,496,61,Pitilla2002,Vriesea_sanguinolenta,4,27,25.5,6,NA,NA,34.8,4.6,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,1.7648584715838582,NA,27,NA,observed,02_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,501,61,Pitilla2002,Vriesea_sanguinolenta,8,18,19.5,10,NA,NA,23,4.9,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,1.2079067455335062,NA,18,NA,observed,02_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,506,61,Pitilla2002,Vriesea_sanguinolenta,5,33,32.5,9,NA,NA,40.8,4,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,0.93385121557627,NA,33,NA,observed,02_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,511,61,Pitilla2002,Vriesea_sanguinolenta,14,44,25,8,NA,NA,43,5.8,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,1.9896747373067996,NA,44,NA,observed,02_21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,516,61,Pitilla2002,Vriesea_sanguinolenta,1116,1874,69,31,NA,NA,99,14,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,38.314654814079276,NA,1874,NA,observed,02_22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56,521,61,Pitilla2002,Vriesea_sanguinolenta,5548,6116,77,52,NA,NA,142,16,NA,NA,NA,NA,NA,NA,TRUE,0,Inf,fit_obs,171.5467235393608,NA,6116,NA,observed,02_23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86,951,71,Pitilla2010,Vriesea_gladioliflora,NA,650,NA,19,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,6.937,NA,650,NA,observed,J11-1,2010-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,956,71,Pitilla2010,Vriesea_kupperiana,NA,1250,NA,30,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,23.778,NA,1250,NA,observed,J10-1,2010-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,961,71,Pitilla2010,Vriesea_gladioliflora,NA,290,NA,25,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,6.582,NA,290,NA,observed,J12-1,2010-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,966,71,Pitilla2010,Vriesea_sanguinolenta,NA,300,NA,13,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,4.298,NA,300,NA,observed,J13-1,2010-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,971,71,Pitilla2010,Vriesea_gladioliflora,NA,280,NA,19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,6.922,NA,280,NA,observed,J14-1,2010-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,976,71,Pitilla2010,Vriesea_kupperiana,NA,900,NA,27,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,9.768,NA,900,NA,observed,J15-1,2010-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,981,71,Pitilla2010,Vriesea_gladioliflora,NA,290,NA,17,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,5.21,NA,290,NA,observed,J16-1,2010-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,986,71,Pitilla2010,Vriesea_gladioliflora,NA,150,NA,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,2.972,NA,150,NA,observed,J17-1,2010-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,991,71,Pitilla2010,Vriesea_gladioliflora,NA,370,NA,32,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,5.002,NA,370,NA,observed,J18-1,2010-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,996,71,Pitilla2010,Vriesea_kupperiana,NA,500,NA,29,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,10.358,NA,500,NA,observed,J19-1,2010-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1001,71,Pitilla2010,Vriesea_gladioliflora,NA,190,NA,16,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,2.022,NA,190,NA,observed,J20-1,2010-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1006,71,Pitilla2010,Vriesea_gladioliflora,NA,290,NA,19,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,2.384,NA,290,NA,observed,J21-1,2010-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pasture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1011,71,Pitilla2010,Vriesea_gladioliflora,NA,130,NA,14,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,2.67,NA,130,NA,observed,J22-1,2010-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1016,71,Pitilla2010,Vriesea_gladioliflora,NA,40,NA,10,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,0.536,NA,40,NA,observed,J23-1,2010-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1021,71,Pitilla2010,Vriesea_gladioliflora,NA,140,NA,15,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,2.72,NA,140,NA,observed,J24-1,2010-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1026,71,Pitilla2010,Vriesea_gladioliflora,NA,130,NA,15,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,3.074,NA,130,NA,observed,J25-1,2010-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1031,71,Pitilla2010,Vriesea_gladioliflora,NA,70,NA,10,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,1.478,NA,70,NA,observed,J26-1,2010-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1036,71,Pitilla2010,Vriesea_gladioliflora,NA,70,NA,14,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,TRUE,150,20000,obs,1.224,NA,70,NA,observed,J27-1,2010-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
